,Cluster_11,Cluster_7
732,0,3
733,0,3
734,0,3
735,0,3
736,0,3
737,0,3
738,0,3
739,4,0
740,4,0
741,4,0
742,4,0
743,5,0
744,5,5
745,5,5
746,6,5
747,6,5
748,6,5
749,6,5
750,1,4
751,1,4
752,10,4
753,10,6
754,9,6
755,9,6
756,9,6
757,9,6
758,2,6
759,2,1
760,2,1
761,2,1
762,7,1
763,7,1
764,7,1
765,7,1
766,7,3
767,7,3
768,0,3
769,0,3
770,0,3
771,0,3
772,0,3
773,0,3
774,0,3
775,0,3
776,0,3
777,0,3
778,0,3
779,0,3
780,0,3
781,0,3
782,0,3
783,0,3
784,0,3
785,0,3
786,0,3
787,0,3
788,0,3
789,0,3
790,0,3
791,0,3
792,0,3
793,0,3
794,0,3
795,0,3
796,0,3
797,0,3
798,0,3
799,0,3
800,0,3
801,0,3
802,0,3
803,0,3
804,0,3
805,0,3
806,4,0
807,4,0
808,4,0
809,4,0
810,4,0
811,4,0
812,4,0
813,4,0
814,4,0
815,4,0
816,4,0
817,4,0
818,4,0
819,4,0
820,4,0
821,4,0
822,4,0
823,4,0
824,4,0
825,4,0
826,4,0
827,4,0
828,4,0
829,4,0
830,4,0
831,4,0
832,4,0
833,4,0
834,4,0
835,4,0
836,4,0
837,4,0
838,4,0
839,4,0
840,4,0
841,4,0
842,4,0
843,4,0
844,4,0
845,4,0
846,4,0
847,4,0
848,4,0
849,4,0
850,4,0
851,4,0
852,4,0
853,0,3
854,0,3
855,0,3
856,0,3
857,0,3
858,0,3
859,0,3
860,0,3
861,0,3
862,0,3
863,0,3
864,0,3
865,0,3
866,0,3
867,0,3
868,0,3
869,0,3
870,0,3
871,0,3
872,0,3
873,0,3
874,0,3
875,0,3
876,0,3
877,0,3
878,0,3
879,0,3
880,0,3
881,0,3
882,0,3
883,0,3
884,0,3
885,0,3
886,0,3
887,0,3
888,0,3
889,0,3
890,0,3
891,0,3
892,0,3
893,0,3
894,0,3
895,0,3
896,0,3
897,0,3
898,0,3
899,0,3
900,0,3
901,0,3
902,0,3
903,0,3
904,0,3
905,0,3
906,0,3
907,0,3
908,0,3
909,0,3
910,0,3
911,0,3
912,0,3
913,0,3
914,4,0
915,4,0
916,4,0
917,4,0
918,8,0
919,8,2
920,8,2
921,8,2
922,3,2
923,3,2
924,3,2
925,3,2
926,3,5
927,3,5
928,6,5
929,6,5
930,1,4
931,1,4
932,10,4
933,10,6
934,9,6
935,9,6
936,9,6
937,9,6
938,9,6
939,2,6
940,2,6
941,2,1
942,2,1
943,7,1
944,7,1
945,7,1
946,7,1
947,7,1
948,7,3
949,0,3
950,0,3
951,0,3
952,0,3
953,0,3
954,0,3
955,0,3
956,0,3
957,0,3
958,0,3
959,0,3
960,0,3
961,0,3
962,0,3
963,0,3
964,0,3
965,0,3
966,0,3
967,0,3
968,0,3
969,0,3
970,0,3
971,0,3
972,0,3
973,0,3
974,0,3
975,0,3
976,0,3
977,0,3
978,0,3
979,0,3
980,0,3
981,0,3
982,0,3
983,0,3
984,0,3
985,4,0
986,4,0
987,4,0
988,4,0
989,4,0
990,4,0
991,4,0
992,4,0
993,4,0
994,4,0
995,4,0
996,4,0
997,4,0
998,4,0
999,4,0
1000,4,0
1001,4,0
1002,4,0
1003,4,0
1004,4,0
1005,4,0
1006,4,0
1007,4,0
1008,4,0
1009,4,0
1010,4,0
1011,4,0
1012,4,0
1013,4,0
1014,4,0
1015,4,0
1016,4,0
1017,4,0
1018,4,0
1019,4,0
1020,4,0
1021,4,0
1022,4,0
1023,4,0
1024,4,0
1025,4,0
1026,4,0
1027,4,0
1028,4,0
1029,4,0
1030,4,0
1031,4,0
1032,4,0
1033,4,0
1034,4,0
1035,4,0
1036,4,3
1037,0,3
1038,0,3
1039,0,3
1040,0,3
1041,0,3
1042,0,3
1043,0,3
1044,0,3
1045,0,3
1046,0,3
1047,0,3
1048,0,3
1049,0,3
1050,0,3
1051,0,3
1052,0,3
1053,0,3
1054,0,3
1055,0,3
1056,0,3
1057,0,3
1058,0,3
1059,0,3
1060,0,3
1061,0,3
1062,0,3
1063,0,3
1064,0,3
1065,0,3
1066,0,3
1067,0,3
1068,0,3
1069,0,3
1070,0,3
1071,0,3
1072,0,3
1073,0,3
1074,0,3
1075,0,3
1076,0,3
1077,0,3
1078,0,3
1079,0,3
1080,0,3
1081,0,3
1082,0,3
1083,0,3
1084,0,3
1085,0,3
1086,0,3
1087,0,3
1088,0,3
1089,0,3
1090,0,3
1091,0,3
1092,0,3
1093,0,3
1094,0,3
1095,0,3
1096,0,3
1097,0,3
1098,0,3
1099,0,3
1100,0,3
1101,4,0
1102,4,0
1103,4,0
1104,4,0
1105,5,0
1106,5,5
1107,5,5
1108,6,5
1109,6,5
1110,6,5
1111,6,5
1112,1,4
1113,1,4
1114,10,4
1115,10,6
1116,9,6
1117,9,6
1118,9,6
1119,9,6
1120,2,6
1121,2,1
1122,2,1
1123,2,1
1124,7,1
1125,7,1
1126,7,1
1127,7,1
1128,7,3
1129,7,3
1130,0,3
1131,0,3
1132,0,3
1133,0,3
1134,0,3
1135,0,3
1136,0,3
1137,0,3
1138,0,3
1139,0,3
1140,0,3
1141,0,3
1142,0,3
1143,0,3
1144,0,3
1145,0,3
1146,0,3
1147,0,3
1148,0,3
1149,0,3
1150,0,3
1151,0,3
1152,0,3
1153,0,3
1154,0,3
1155,0,3
1156,0,3
1157,0,3
1158,0,3
1159,0,3
1160,0,3
1161,0,3
1162,0,3
1163,0,3
1164,0,3
1165,0,3
1166,0,3
1167,0,3
1168,4,3
1169,4,0
1170,4,0
1171,4,0
1172,4,0
1173,4,0
1174,4,0
1175,4,0
1176,4,0
1177,4,0
1178,4,0
1179,4,0
1180,4,0
1181,4,0
1182,4,0
1183,4,0
1184,4,0
1185,4,0
1186,4,0
1187,4,0
1188,4,0
1189,4,0
1190,4,0
1191,4,0
1192,4,0
1193,4,0
1194,4,0
1195,4,0
1196,4,0
1197,4,0
1198,4,0
1199,4,0
1200,4,0
1201,4,0
1202,4,0
1203,4,0
1204,4,0
1205,4,0
1206,4,0
1207,4,0
1208,4,0
1209,4,0
1210,4,0
1211,4,0
1212,4,0
1213,4,0
1214,4,0
1215,4,3
1216,0,3
1217,0,3
1218,0,3
1219,0,3
1220,0,3
1221,0,3
1222,0,3
1223,0,3
1224,0,3
1225,0,3
1226,0,3
1227,0,3
1228,0,3
1229,0,3
1230,0,3
1231,0,3
1232,0,3
1233,0,3
1234,0,3
1235,0,3
1236,0,3
1237,0,3
1238,0,3
1239,0,3
1240,0,3
1241,0,3
1242,0,3
1243,0,3
1244,0,3
1245,0,3
1246,0,3
1247,0,3
1248,0,3
1249,0,3
1250,0,3
1251,0,3
1252,0,3
1253,0,3
1254,0,3
1255,0,3
1256,0,3
1257,0,3
1258,0,3
1259,0,3
1260,0,3
1261,0,3
1262,0,3
1263,0,3
1264,0,3
1265,0,3
1266,0,3
1267,0,3
1268,0,3
1269,0,3
1270,0,3
1271,0,3
1272,0,3
1273,0,3
1274,0,3
1275,0,3
1276,0,3
1277,0,3
1278,0,3
1279,4,0
1280,4,0
1281,4,0
1282,4,0
1283,8,0
1284,8,2
1285,8,2
1286,8,2
1287,3,2
1288,3,2
1289,3,2
1290,3,5
1291,6,5
1292,6,5
1293,6,5
1294,1,4
1295,1,4
1296,10,4
1297,10,6
1298,9,6
1299,9,6
1300,9,6
1301,9,6
1302,9,6
1303,2,6
1304,2,6
1305,2,1
1306,2,1
1307,7,1
1308,7,1
1309,7,1
1310,7,1
1311,7,1
1312,7,3
1313,0,3
1314,0,3
1315,0,3
1316,0,3
1317,0,3
1318,0,3
1319,0,3
1320,0,3
1321,0,3
1322,0,3
1323,0,3
1324,0,3
1325,0,3
1326,0,3
1327,0,3
1328,0,3
1329,0,3
1330,0,3
1331,0,3
1332,0,3
1333,0,3
1334,0,3
1335,0,3
1336,0,3
1337,0,3
1338,0,3
1339,0,3
1340,0,3
1341,0,3
1342,0,3
1343,0,3
1344,0,3
1345,0,3
1346,0,3
1347,0,3
1348,0,3
1349,0,3
1350,4,0
1351,4,0
1352,4,0
1353,4,0
1354,4,0
1355,4,0
1356,4,0
1357,4,0
1358,4,0
1359,4,0
1360,4,0
1361,4,0
1362,4,0
1363,4,0
1364,4,0
1365,4,0
1366,4,0
1367,4,0
1368,4,0
1369,4,0
1370,4,0
1371,4,0
1372,4,0
1373,4,0
1374,4,0
1375,4,0
1376,4,0
1377,4,0
1378,4,0
1379,4,0
1380,4,0
1381,4,0
1382,4,0
1383,4,0
1384,4,0
1385,4,0
1386,4,0
1387,4,0
1388,4,0
1389,4,0
1390,4,0
1391,4,0
1392,4,0
1393,4,0
1394,4,0
1395,4,0
1396,4,0
1397,4,0
1398,4,0
1399,4,0
1400,0,3
1401,0,3
1402,0,3
1403,0,3
1404,0,3
1405,0,3
1406,0,3
1407,0,3
1408,0,3
1409,0,3
1410,0,3
1411,0,3
1412,0,3
1413,0,3
1414,0,3
1415,0,3
1416,0,3
1417,0,3
1418,0,3
1419,0,3
1420,0,3
1421,0,3
1422,0,3
1423,0,3
1424,0,3
1425,0,3
1426,0,3
1427,0,3
1428,0,3
1429,0,3
1430,0,3
1431,0,3
1432,0,3
1433,0,3
1434,0,3
1435,0,3
1436,0,3
1437,0,3
1438,0,3
1439,0,3
1440,0,3
1441,0,3
1442,0,3
1443,0,3
1444,0,3
1445,0,3
1446,0,3
1447,0,3
1448,0,3
1449,0,3
1450,0,3
1451,0,3
1452,0,3
1453,0,3
1454,0,3
1455,0,3
1456,0,3
1457,0,3
1458,0,3
1459,0,3
1460,0,3
1461,0,3
1462,0,3
1463,0,3
1464,0,3
1465,4,0
1466,4,0
1467,4,0
1468,5,0
1469,5,5
1470,5,5
1471,6,5
1472,6,5
1473,6,5
1474,6,5
1475,1,4
1476,1,4
1477,10,4
1478,10,4
1479,10,6
1480,9,6
1481,9,6
1482,9,6
1483,2,6
1484,2,6
1485,2,1
1486,2,1
1487,7,1
1488,7,1
1489,7,1
1490,7,1
1491,7,1
1492,7,3
1493,0,3
1494,0,3
1495,0,3
1496,0,3
1497,0,3
1498,0,3
1499,0,3
1500,0,3
1501,0,3
1502,0,3
1503,0,3
1504,0,3
1505,0,3
1506,0,3
1507,0,3
1508,0,3
1509,0,3
1510,0,3
1511,0,3
1512,0,3
1513,0,3
1514,0,3
1515,0,3
1516,0,3
1517,0,3
1518,0,3
1519,0,3
1520,0,3
1521,0,3
1522,0,3
1523,0,3
1524,0,3
1525,0,3
1526,0,3
1527,0,3
1528,0,3
1529,0,3
1530,0,3
1531,0,3
1532,4,3
1533,4,0
1534,4,0
1535,4,0
1536,4,0
1537,4,0
1538,4,0
1539,4,0
1540,4,0
1541,4,0
1542,4,0
1543,4,0
1544,4,0
1545,4,0
1546,4,0
1547,4,0
1548,4,0
1549,4,0
1550,4,0
1551,4,0
1552,4,0
1553,4,0
1554,4,0
1555,4,0
1556,4,0
1557,4,0
1558,4,0
1559,4,0
1560,4,0
1561,4,0
1562,4,0
1563,4,0
1564,4,0
1565,4,0
1566,4,0
1567,4,0
1568,4,0
1569,4,0
1570,4,0
1571,4,0
1572,4,0
1573,4,0
1574,4,0
1575,4,0
1576,4,0
1577,4,0
1578,4,0
1579,0,3
1580,0,3
1581,0,3
1582,0,3
1583,0,3
1584,0,3
1585,0,3
1586,0,3
1587,0,3
1588,0,3
1589,0,3
1590,0,3
1591,0,3
1592,0,3
1593,0,3
1594,0,3
1595,0,3
1596,0,3
1597,0,3
1598,0,3
1599,0,3
1600,0,3
1601,0,3
1602,0,3
1603,0,3
1604,0,3
1605,0,3
1606,0,3
1607,0,3
1608,0,3
1609,0,3
1610,0,3
1611,0,3
1612,0,3
1613,0,3
1614,0,3
1615,0,3
1616,0,3
1617,0,3
1618,0,3
1619,0,3
1620,0,3
1621,0,3
1622,0,3
1623,0,3
1624,0,3
1625,0,3
1626,0,3
1627,0,3
1628,0,3
1629,0,3
1630,0,3
1631,0,3
1632,0,3
1633,0,3
1634,0,3
1635,0,3
1636,0,3
1637,0,3
1638,0,3
1639,0,3
1640,0,3
1641,4,0
1642,4,0
1643,4,0
1644,8,0
1645,8,0
1646,8,2
1647,8,2
1648,8,2
1649,3,2
1650,3,2
1651,3,2
1652,3,5
1653,6,5
1654,6,5
1655,6,5
1656,1,4
1657,10,4
1658,10,6
1659,9,6
1660,9,6
1661,9,6
1662,9,6
1663,9,6
1664,9,6
1665,2,6
1666,2,1
1667,2,1
1668,2,1
1669,7,1
1670,7,1
1671,7,1
1672,7,1
1673,7,3
1674,7,3
1675,0,3
1676,0,3
1677,0,3
1678,0,3
1679,0,3
1680,0,3
1681,0,3
1682,0,3
1683,0,3
1684,0,3
1685,0,3
1686,0,3
1687,0,3
1688,0,3
1689,0,3
1690,0,3
1691,0,3
1692,0,3
1693,0,3
1694,0,3
1695,0,3
1696,0,3
1697,0,3
1698,0,3
1699,0,3
1700,0,3
1701,0,3
1702,0,3
1703,0,3
1704,0,3
1705,0,3
1706,0,3
1707,0,3
1708,0,3
1709,0,3
1710,0,3
1711,4,0
1712,4,0
1713,4,0
1714,4,0
1715,4,0
1716,4,0
1717,4,0
1718,4,0
1719,4,0
1720,4,0
1721,4,0
1722,4,0
1723,4,0
1724,4,0
1725,4,0
1726,4,0
1727,4,0
1728,4,0
1729,4,0
1730,4,0
1731,4,0
1732,4,0
1733,4,0
1734,4,0
1735,4,0
1736,4,0
1737,4,0
1738,4,0
1739,4,0
1740,4,0
1741,4,0
1742,4,0
1743,4,0
1744,4,0
1745,4,0
1746,4,0
1747,4,0
1748,4,0
1749,4,0
1750,4,0
1751,4,0
1752,4,0
1753,4,0
1754,4,0
1755,4,0
1756,4,0
1757,4,0
1758,4,0
1759,4,0
1760,4,0
1761,0,3
1762,0,3
1763,0,3
1764,0,3
1765,0,3
1766,0,3
1767,0,3
1768,0,3
1769,0,3
1770,0,3
1771,0,3
1772,0,3
1773,0,3
1774,0,3
1775,0,3
1776,0,3
1777,0,3
1778,0,3
1779,0,3
1780,0,3
1781,0,3
1782,0,3
1783,0,3
1784,0,3
1785,0,3
1786,0,3
1787,0,3
1788,0,3
1789,0,3
1790,0,3
1791,0,3
1792,0,3
1793,0,3
1794,0,3
1795,0,3
1796,0,3
1797,0,3
1798,0,3
1799,0,3
1800,0,3
1801,0,3
1802,0,3
1803,0,3
1804,0,3
1805,0,3
1806,0,3
1807,0,3
1808,0,3
1809,0,3
1810,0,3
1811,0,3
1812,0,3
1813,0,3
1814,0,3
1815,0,3
1816,0,3
1817,0,3
1818,0,3
1819,0,3
1820,0,3
1821,0,3
1822,0,3
1823,0,3
1824,0,3
1825,0,3
1826,0,3
1827,0,3
1828,0,3
1829,4,0
1830,4,0
1831,4,0
1832,4,0
1833,5,0
1834,5,5
1835,5,5
1836,6,5
1837,6,5
1838,6,5
1839,6,5
1840,1,4
1841,1,4
1842,10,4
1843,10,6
1844,9,6
1845,9,6
1846,9,6
1847,9,6
1848,2,6
1849,2,1
1850,2,1
1851,2,1
1852,7,1
1853,7,1
1854,7,1
1855,7,1
1856,7,3
1857,7,3
1858,0,3
1859,0,3
1860,0,3
1861,0,3
1862,0,3
1863,0,3
1864,0,3
1865,0,3
1866,0,3
1867,0,3
1868,0,3
1869,0,3
1870,0,3
1871,0,3
1872,0,3
1873,0,3
1874,0,3
1875,0,3
1876,0,3
1877,0,3
1878,0,3
1879,0,3
1880,0,3
1881,0,3
1882,0,3
1883,0,3
1884,0,3
1885,0,3
1886,0,3
1887,0,3
1888,0,3
1889,0,3
1890,0,3
1891,0,3
1892,0,3
1893,0,3
1894,0,3
1895,0,3
1896,4,3
1897,4,0
1898,4,0
1899,4,0
1900,4,0
1901,4,0
1902,4,0
1903,4,0
1904,4,0
1905,4,0
1906,4,0
1907,4,0
1908,4,0
1909,4,0
1910,4,0
1911,4,0
1912,4,0
1913,4,0
1914,4,0
1915,4,0
1916,4,0
1917,4,0
1918,4,0
1919,4,0
1920,4,0
1921,4,0
1922,4,0
1923,4,0
1924,4,0
1925,4,0
1926,4,0
1927,4,0
1928,4,0
1929,4,0
1930,4,0
1931,4,0
1932,4,0
1933,4,0
1934,4,0
1935,4,0
1936,4,0
1937,4,0
1938,4,0
1939,4,0
1940,4,0
1941,4,0
1942,4,0
1943,0,3
1944,0,3
1945,0,3
1946,0,3
1947,0,3
1948,0,3
1949,0,3
1950,0,3
1951,0,3
1952,0,3
1953,0,3
1954,0,3
1955,0,3
1956,0,3
1957,0,3
1958,0,3
1959,0,3
1960,0,3
1961,0,3
1962,0,3
1963,0,3
1964,0,3
1965,0,3
1966,0,3
1967,0,3
1968,0,3
1969,0,3
1970,0,3
1971,0,3
1972,0,3
1973,0,3
1974,0,3
1975,0,3
1976,0,3
1977,0,3
1978,0,3
1979,0,3
1980,0,3
1981,0,3
1982,0,3
1983,0,3
1984,0,3
1985,0,3
1986,0,3
1987,0,3
1988,0,3
1989,0,3
1990,0,3
1991,0,3
1992,0,3
1993,0,3
1994,0,3
1995,0,3
1996,0,3
1997,0,3
1998,0,3
1999,0,3
2000,0,3
2001,0,3
2002,0,3
2003,0,3
2004,4,0
2005,4,0
2006,4,0
2007,8,0
2008,8,2
2009,8,2
2010,8,2
2011,8,2
2012,3,2
2013,3,2
2014,3,2
2015,3,2
2016,3,5
2017,6,5
2018,6,5
2019,1,5
2020,1,4
2021,10,4
2022,10,6
2023,9,6
2024,9,6
2025,9,6
2026,9,6
2027,9,6
2028,9,6
2029,2,6
2030,2,1
2031,2,1
2032,2,1
2033,7,1
2034,7,1
2035,7,1
2036,7,1
2037,7,1
2038,7,3
2039,0,3
2040,0,3
2041,0,3
2042,0,3
2043,0,3
2044,0,3
2045,0,3
2046,0,3
2047,0,3
2048,0,3
2049,0,3
2050,0,3
2051,0,3
2052,0,3
2053,0,3
2054,0,3
2055,0,3
2056,0,3
2057,0,3
2058,0,3
2059,0,3
2060,0,3
2061,0,3
2062,0,3
2063,0,3
2064,0,3
2065,0,3
2066,0,3
2067,0,3
2068,0,3
2069,0,3
2070,0,3
2071,0,3
2072,0,3
2073,0,3
2074,0,3
2075,4,0
2076,4,0
2077,4,0
2078,4,0
2079,4,0
2080,4,0
2081,4,0
2082,4,0
2083,4,0
2084,4,0
2085,4,0
2086,4,0
2087,4,0
2088,4,0
2089,4,0
2090,4,0
2091,4,0
2092,4,0
2093,4,0
2094,4,0
2095,4,0
2096,4,0
2097,4,0
2098,4,0
2099,4,0
2100,4,0
2101,4,0
2102,4,0
2103,4,0
2104,4,0
2105,4,0
2106,4,0
2107,4,0
2108,4,0
2109,4,0
2110,4,0
2111,4,0
2112,4,0
2113,4,0
2114,4,0
2115,4,0
2116,4,0
2117,4,0
2118,4,0
2119,4,0
2120,4,0
2121,4,0
2122,4,0
2123,4,0
2124,4,0
2125,4,0
2126,0,3
2127,0,3
2128,0,3
2129,0,3
2130,0,3
2131,0,3
2132,0,3
2133,0,3
2134,0,3
2135,0,3
2136,0,3
2137,0,3
